@relation 'housing_train-weka.filters.unsupervised.attribute.Remove-R1-2,16-weka.filters.unsupervised.attribute.NominalToBinary-R6-11-weka.filters.unsupervised.attribute.NumericToBinary-R6-11-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R4,5,15,16,17,18-Cjava.lang.Math-Mfloor-weka.filters.supervised.instance.SpreadSubsample-M3.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R4-13,15-18-weka.filters.unsupervised.attribute.NominalToBinary-R2-weka.filters.unsupervised.attribute.Remove-R13-14'

@attribute rent numeric
@attribute type=apartment numeric
@attribute type=townhouse numeric
@attribute type=house numeric
@attribute type=duplex numeric
@attribute type=manufactured numeric
@attribute type=condo numeric
@attribute type=loft numeric
@attribute type=flat numeric
@attribute type=cottage/cabin numeric
@attribute type=in-law numeric
@attribute type=land numeric
@attribute demand {yes,no}

@data
1350,0,0,0,0,0,1,0,0,0,0,0,yes
925,1,0,0,0,0,0,0,0,0,0,0,yes
1825,1,0,0,0,0,0,0,0,0,0,0,yes
1205,1,0,0,0,0,0,0,0,0,0,0,yes
2250,1,0,0,0,0,0,0,0,0,0,0,yes
2200,0,0,0,1,0,0,0,0,0,0,0,no
630,1,0,0,0,0,0,0,0,0,0,0,yes
1049.809495,0,0,1,0,0,0,0,0,0,0,0,no
955,1,0,0,0,0,0,0,0,0,0,0,yes
889,1,0,0,0,0,0,0,0,0,0,0,yes
655,1,0,0,0,0,0,0,0,0,0,0,yes
800,1,0,0,0,0,0,0,0,0,0,0,yes
1530,0,0,1,0,0,0,0,0,0,0,0,no
875,1,0,0,0,0,0,0,0,0,0,0,yes
1401.244885,0,0,1,0,0,0,0,0,0,0,0,no
1349,1,0,0,0,0,0,0,0,0,0,0,yes
2195,1,0,0,0,0,0,0,0,0,0,0,yes
520,0,0,1,0,0,0,0,0,0,0,0,yes
1245,1,0,0,0,0,0,0,0,0,0,0,yes
969.859296,0,0,1,0,0,0,0,0,0,0,0,no
1419.245018,0,0,1,0,0,0,0,0,0,0,0,no
785,1,0,0,0,0,0,0,0,0,0,0,yes
1065,1,0,0,0,0,0,0,0,0,0,0,yes
268,1,0,0,0,0,0,0,0,0,0,0,yes
567,1,0,0,0,0,0,0,0,0,0,0,yes
1120,1,0,0,0,0,0,0,0,0,0,0,yes
1580,1,0,0,0,0,0,0,0,0,0,0,yes
976,1,0,0,0,0,0,0,0,0,0,0,yes
1320,1,0,0,0,0,0,0,0,0,0,0,yes
815,1,0,0,0,0,0,0,0,0,0,0,yes
892,1,0,0,0,0,0,0,0,0,0,0,yes
2886.283911,0,0,1,0,0,0,0,0,0,0,0,no
1600,0,1,0,0,0,0,0,0,0,0,0,yes
830,1,0,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
725,1,0,0,0,0,0,0,0,0,0,0,yes
900,1,0,0,0,0,0,0,0,0,0,0,yes
800,1,0,0,0,0,0,0,0,0,0,0,yes
985,1,0,0,0,0,0,0,0,0,0,0,yes
1282,1,0,0,0,0,0,0,0,0,0,0,yes
805,1,0,0,0,0,0,0,0,0,0,0,yes
1805,1,0,0,0,0,0,0,0,0,0,0,yes
699,0,0,0,0,1,0,0,0,0,0,0,yes
1266,1,0,0,0,0,0,0,0,0,0,0,yes
870,1,0,0,0,0,0,0,0,0,0,0,yes
915,1,0,0,0,0,0,0,0,0,0,0,yes
850,1,0,0,0,0,0,0,0,0,0,0,yes
474,0,0,1,0,0,0,0,0,0,0,0,no
2123.186694,0,0,1,0,0,0,0,0,0,0,0,no
950,1,0,0,0,0,0,0,0,0,0,0,yes
1275,1,0,0,0,0,0,0,0,0,0,0,yes
499,1,0,0,0,0,0,0,0,0,0,0,yes
1765,1,0,0,0,0,0,0,0,0,0,0,yes
1275,0,0,1,0,0,0,0,0,0,0,0,no
970,1,0,0,0,0,0,0,0,0,0,0,yes
1499,1,0,0,0,0,0,0,0,0,0,0,yes
1095,1,0,0,0,0,0,0,0,0,0,0,yes
855,1,0,0,0,0,0,0,0,0,0,0,yes
1200,0,0,1,0,0,0,0,0,0,0,0,no
1002,1,0,0,0,0,0,0,0,0,0,0,no
950,1,0,0,0,0,0,0,0,0,0,0,yes
953.12345,0,0,1,0,0,0,0,0,0,0,0,no
999,1,0,0,0,0,0,0,0,0,0,0,yes
1156.016335,0,0,1,0,0,0,0,0,0,0,0,no
1762.528733,0,0,1,0,0,0,0,0,0,0,0,no
999,1,0,0,0,0,0,0,0,0,0,0,yes
1229,0,0,1,0,0,0,0,0,0,0,0,no
1320,1,0,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
1050,0,0,1,0,0,0,0,0,0,0,0,yes
1099,1,0,0,0,0,0,0,0,0,0,0,yes
1237.427676,0,0,1,0,0,0,0,0,0,0,0,no
893.72058,0,0,1,0,0,0,0,0,0,0,0,no
849,1,0,0,0,0,0,0,0,0,0,0,yes
779,1,0,0,0,0,0,0,0,0,0,0,yes
950,0,0,0,0,0,1,0,0,0,0,0,yes
4668.371573,0,0,1,0,0,0,0,0,0,0,0,no
1795,0,0,1,0,0,0,0,0,0,0,0,no
1401,1,0,0,0,0,0,0,0,0,0,0,yes
935,1,0,0,0,0,0,0,0,0,0,0,yes
749,1,0,0,0,0,0,0,0,0,0,0,yes
1090,1,0,0,0,0,0,0,0,0,0,0,yes
742,0,1,0,0,0,0,0,0,0,0,0,yes
1760.171759,0,0,1,0,0,0,0,0,0,0,0,no
1940,1,0,0,0,0,0,0,0,0,0,0,yes
1250,1,0,0,0,0,0,0,0,0,0,0,yes
800,1,0,0,0,0,0,0,0,0,0,0,yes
1289,1,0,0,0,0,0,0,0,0,0,0,yes
995,1,0,0,0,0,0,0,0,0,0,0,yes
978.73613,1,0,0,0,0,0,0,0,0,0,0,no
2223.468128,0,0,1,0,0,0,0,0,0,0,0,no
1475,1,0,0,0,0,0,0,0,0,0,0,yes
963.857896,0,0,1,0,0,0,0,0,0,0,0,no
1150,1,0,0,0,0,0,0,0,0,0,0,yes
1350,1,0,0,0,0,0,0,0,0,0,0,yes
2300,0,0,1,0,0,0,0,0,0,0,0,no
525,0,0,0,0,1,0,0,0,0,0,0,yes
968,0,0,1,0,0,0,0,0,0,0,0,yes
1170,1,0,0,0,0,0,0,0,0,0,0,yes
1102.495196,1,0,0,0,0,0,0,0,0,0,0,no
659,1,0,0,0,0,0,0,0,0,0,0,yes
650,0,0,0,1,0,0,0,0,0,0,0,yes
1144,1,0,0,0,0,0,0,0,0,0,0,yes
1846,1,0,0,0,0,0,0,0,0,0,0,yes
2800,0,0,1,0,0,0,0,0,0,0,0,no
1150,1,0,0,0,0,0,0,0,0,0,0,yes
995,1,0,0,0,0,0,0,0,0,0,0,yes
820,1,0,0,0,0,0,0,0,0,0,0,yes
1039.489201,1,0,0,0,0,0,0,0,0,0,0,yes
1750,1,0,0,0,0,0,0,0,0,0,0,yes
928,1,0,0,0,0,0,0,0,0,0,0,yes
1325,1,0,0,0,0,0,0,0,0,0,0,yes
1605,1,0,0,0,0,0,0,0,0,0,0,yes
1265.287122,0,0,1,0,0,0,0,0,0,0,0,no
3515,1,0,0,0,0,0,0,0,0,0,0,yes
1275,0,0,0,0,0,1,0,0,0,0,0,yes
755,1,0,0,0,0,0,0,0,0,0,0,yes
2388,1,0,0,0,0,0,0,0,0,0,0,yes
820,0,1,0,0,0,0,0,0,0,0,0,yes
1895,1,0,0,0,0,0,0,0,0,0,0,yes
1250,0,0,1,0,0,0,0,0,0,0,0,no
1320,1,0,0,0,0,0,0,0,0,0,0,yes
955,1,0,0,0,0,0,0,0,0,0,0,yes
1205,1,0,0,0,0,0,0,0,0,0,0,yes
1600,1,0,0,0,0,0,0,0,0,0,0,yes
939,1,0,0,0,0,0,0,0,0,0,0,yes
2222,1,0,0,0,0,0,0,0,0,0,0,yes
914.300535,0,0,1,0,0,0,0,0,0,0,0,no
1320,1,0,0,0,0,0,0,0,0,0,0,yes
2495,1,0,0,0,0,0,0,0,0,0,0,yes
1020,1,0,0,0,0,0,0,0,0,0,0,yes
951,1,0,0,0,0,0,0,0,0,0,0,yes
820,1,0,0,0,0,0,0,0,0,0,0,yes
844.124133,0,0,1,0,0,0,0,0,0,0,0,no
625,1,0,0,0,0,0,0,0,0,0,0,yes
1299,1,0,0,0,0,0,0,0,0,0,0,yes
2175,1,0,0,0,0,0,0,0,0,0,0,yes
1144,1,0,0,0,0,0,0,0,0,0,0,yes
1917,1,0,0,0,0,0,0,0,0,0,0,yes
795,1,0,0,0,0,0,0,0,0,0,0,yes
550.387769,1,0,0,0,0,0,0,0,0,0,0,no
1900,0,0,1,0,0,0,0,0,0,0,0,no
1799,0,0,1,0,0,0,0,0,0,0,0,yes
2821.795471,0,0,1,0,0,0,0,0,0,0,0,no
570,1,0,0,0,0,0,0,0,0,0,0,yes
720,1,0,0,0,0,0,0,0,0,0,0,yes
1695,0,0,1,0,0,0,0,0,0,0,0,no
1725,1,0,0,0,0,0,0,0,0,0,0,yes
1275,1,0,0,0,0,0,0,0,0,0,0,yes
1199.882785,0,0,1,0,0,0,0,0,0,0,0,no
533.60442,0,0,1,0,0,0,0,0,0,0,0,no
1074,0,1,0,0,0,0,0,0,0,0,0,yes
1397.338043,0,0,1,0,0,0,0,0,0,0,0,no
785,1,0,0,0,0,0,0,0,0,0,0,yes
712,1,0,0,0,0,0,0,0,0,0,0,yes
849,1,0,0,0,0,0,0,0,0,0,0,yes
1049.239155,0,0,1,0,0,0,0,0,0,0,0,no
1289,1,0,0,0,0,0,0,0,0,0,0,yes
2000,0,0,1,0,0,0,0,0,0,0,0,no
1725,0,0,1,0,0,0,0,0,0,0,0,yes
1023.312126,1,0,0,0,0,0,0,0,0,0,0,no
980,1,0,0,0,0,0,0,0,0,0,0,yes
555,1,0,0,0,0,0,0,0,0,0,0,yes
1648.05443,0,0,1,0,0,0,0,0,0,0,0,no
1100,1,0,0,0,0,0,0,0,0,0,0,yes
880.120602,0,0,1,0,0,0,0,0,0,0,0,no
745,1,0,0,0,0,0,0,0,0,0,0,yes
968,1,0,0,0,0,0,0,0,0,0,0,yes
2642.846829,0,0,1,0,0,0,0,0,0,0,0,no
3673.433417,0,0,1,0,0,0,0,0,0,0,0,no
1300,0,1,0,0,0,0,0,0,0,0,0,yes
820,1,0,0,0,0,0,0,0,0,0,0,yes
895,0,0,1,0,0,0,0,0,0,0,0,no
879.455892,0,0,1,0,0,0,0,0,0,0,0,no
2902.782792,0,0,1,0,0,0,0,0,0,0,0,no
1195,0,0,1,0,0,0,0,0,0,0,0,yes
1255,1,0,0,0,0,0,0,0,0,0,0,yes
880,1,0,0,0,0,0,0,0,0,0,0,yes
1536,0,1,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
1729,1,0,0,0,0,0,0,0,0,0,0,yes
1768.776734,0,0,1,0,0,0,0,0,0,0,0,no
907,1,0,0,0,0,0,0,0,0,0,0,yes
920,1,0,0,0,0,0,0,0,0,0,0,yes
1575,0,0,1,0,0,0,0,0,0,0,0,yes
1125,0,0,0,0,0,0,0,0,1,0,0,yes
1049.604485,0,0,1,0,0,0,0,0,0,0,0,no
765,1,0,0,0,0,0,0,0,0,0,0,yes
775,1,0,0,0,0,0,0,0,0,0,0,yes
2245.203506,0,0,1,0,0,0,0,0,0,0,0,no
1215,1,0,0,0,0,0,0,0,0,0,0,yes
325,1,0,0,0,0,0,0,0,0,0,0,yes
2350.559915,1,0,0,0,0,0,0,0,0,0,0,no
1475,1,0,0,0,0,0,0,0,0,0,0,yes
200,0,0,1,0,0,0,0,0,0,0,0,yes
1250,1,0,0,0,0,0,0,0,0,0,0,yes
970.374457,1,0,0,0,0,0,0,0,0,0,0,no
640,0,0,1,0,0,0,0,0,0,0,0,yes
1205,1,0,0,0,0,0,0,0,0,0,0,yes
2150,0,0,1,0,0,0,0,0,0,0,0,yes
1175,1,0,0,0,0,0,0,0,0,0,0,yes
924.61967,0,0,1,0,0,0,0,0,0,0,0,no
1250,1,0,0,0,0,0,0,0,0,0,0,yes
799,1,0,0,0,0,0,0,0,0,0,0,yes
1050,0,0,1,0,0,0,0,0,0,0,0,yes
625,0,0,0,1,0,0,0,0,0,0,0,yes
870,1,0,0,0,0,0,0,0,0,0,0,yes
1499,1,0,0,0,0,0,0,0,0,0,0,yes
1220,1,0,0,0,0,0,0,0,0,0,0,yes
759,1,0,0,0,0,0,0,0,0,0,0,yes
495,1,0,0,0,0,0,0,0,0,0,0,yes
690,1,0,0,0,0,0,0,0,0,0,0,yes
749,1,0,0,0,0,0,0,0,0,0,0,yes
1864.541718,0,0,1,0,0,0,0,0,0,0,0,no
730,1,0,0,0,0,0,0,0,0,0,0,yes
1000,1,0,0,0,0,0,0,0,0,0,0,yes
725,1,0,0,0,0,0,0,0,0,0,0,yes
749,1,0,0,0,0,0,0,0,0,0,0,yes
990,1,0,0,0,0,0,0,0,0,0,0,yes
2300,0,0,1,0,0,0,0,0,0,0,0,no
1150,1,0,0,0,0,0,0,0,0,0,0,yes
1334,1,0,0,0,0,0,0,0,0,0,0,yes
1495,1,0,0,0,0,0,0,0,0,0,0,yes
1250,1,0,0,0,0,0,0,0,0,0,0,yes
555,1,0,0,0,0,0,0,0,0,0,0,yes
1425,1,0,0,0,0,0,0,0,0,0,0,yes
935,1,0,0,0,0,0,0,0,0,0,0,yes
1153,1,0,0,0,0,0,0,0,0,0,0,yes
825,1,0,0,0,0,0,0,0,0,0,0,yes
3182,1,0,0,0,0,0,0,0,0,0,0,yes
855,1,0,0,0,0,0,0,0,0,0,0,yes
1700,0,0,1,0,0,0,0,0,0,0,0,yes
1395,0,0,1,0,0,0,0,0,0,0,0,no
658,1,0,0,0,0,0,0,0,0,0,0,yes
950,1,0,0,0,0,0,0,0,0,0,0,yes
1480,1,0,0,0,0,0,0,0,0,0,0,yes
1250,0,0,1,0,0,0,0,0,0,0,0,yes
990,1,0,0,0,0,0,0,0,0,0,0,yes
2369,1,0,0,0,0,0,0,0,0,0,0,yes
835,1,0,0,0,0,0,0,0,0,0,0,yes
1340,0,0,1,0,0,0,0,0,0,0,0,no
1495,0,0,1,0,0,0,0,0,0,0,0,no
1800,0,0,1,0,0,0,0,0,0,0,0,no
1639,1,0,0,0,0,0,0,0,0,0,0,yes
925,1,0,0,0,0,0,0,0,0,0,0,yes
989,1,0,0,0,0,0,0,0,0,0,0,yes
1172.03529,0,0,1,0,0,0,0,0,0,0,0,no
953.252619,0,0,1,0,0,0,0,0,0,0,0,no
968,1,0,0,0,0,0,0,0,0,0,0,yes
1744.017031,0,0,1,0,0,0,0,0,0,0,0,no
325,1,0,0,0,0,0,0,0,0,0,0,yes
1890.788813,0,0,1,0,0,0,0,0,0,0,0,no
990,1,0,0,0,0,0,0,0,0,0,0,yes
585,1,0,0,0,0,0,0,0,0,0,0,yes
1291,1,0,0,0,0,0,0,0,0,0,0,yes
1599,0,0,1,0,0,0,0,0,0,0,0,no
4800,1,0,0,0,0,0,0,0,0,0,0,yes
1173,1,0,0,0,0,0,0,0,0,0,0,yes
1840.483488,0,0,1,0,0,0,0,0,0,0,0,no
600,1,0,0,0,0,0,0,0,0,0,0,yes
690.350066,0,0,1,0,0,0,0,0,0,0,0,no
1365,1,0,0,0,0,0,0,0,0,0,0,yes
665,1,0,0,0,0,0,0,0,0,0,0,yes
876,1,0,0,0,0,0,0,0,0,0,0,yes
1695,0,0,1,0,0,0,0,0,0,0,0,no
2248.932757,0,0,1,0,0,0,0,0,0,0,0,no
1700,1,0,0,0,0,0,0,0,0,0,0,yes
690,1,0,0,0,0,0,0,0,0,0,0,yes
1605.71534,0,0,1,0,0,0,0,0,0,0,0,no
1220,1,0,0,0,0,0,0,0,0,0,0,yes
2871.788737,0,0,1,0,0,0,0,0,0,0,0,no
925,1,0,0,0,0,0,0,0,0,0,0,yes
927,1,0,0,0,0,0,0,0,0,0,0,yes
780,1,0,0,0,0,0,0,0,0,0,0,yes
630,1,0,0,0,0,0,0,0,0,0,0,yes
900,1,0,0,0,0,0,0,0,0,0,0,yes
1843.806035,0,0,1,0,0,0,0,0,0,0,0,no
559,1,0,0,0,0,0,0,0,0,0,0,no
1350,0,0,0,0,0,1,0,0,0,0,0,yes
840,1,0,0,0,0,0,0,0,0,0,0,yes
850,1,0,0,0,0,0,0,0,0,0,0,yes
525,1,0,0,0,0,0,0,0,0,0,0,yes
1390,0,0,1,0,0,0,0,0,0,0,0,no
1850,0,0,1,0,0,0,0,0,0,0,0,no
1390,0,0,1,0,0,0,0,0,0,0,0,yes
1725,0,1,0,0,0,0,0,0,0,0,0,yes
685,1,0,0,0,0,0,0,0,0,0,0,yes
815,1,0,0,0,0,0,0,0,0,0,0,yes
855,1,0,0,0,0,0,0,0,0,0,0,yes
632.568455,1,0,0,0,0,0,0,0,0,0,0,no
1255,1,0,0,0,0,0,0,0,0,0,0,yes
1350,0,0,0,0,0,1,0,0,0,0,0,yes
720,1,0,0,0,0,0,0,0,0,0,0,yes
850,0,0,1,0,0,0,0,0,0,0,0,yes
566,1,0,0,0,0,0,0,0,0,0,0,yes
1349,1,0,0,0,0,0,0,0,0,0,0,yes
715,1,0,0,0,0,0,0,0,0,0,0,yes
2375,0,0,1,0,0,0,0,0,0,0,0,yes
735,1,0,0,0,0,0,0,0,0,0,0,yes
1250,1,0,0,0,0,0,0,0,0,0,0,yes
810,1,0,0,0,0,0,0,0,0,0,0,yes
1985,1,0,0,0,0,0,0,0,0,0,0,yes
1005,1,0,0,0,0,0,0,0,0,0,0,yes
11813.235456,0,0,1,0,0,0,0,0,0,0,0,no
1215,1,0,0,0,0,0,0,0,0,0,0,yes
750,0,0,0,1,0,0,0,0,0,0,0,yes
1460,1,0,0,0,0,0,0,0,0,0,0,yes
535,1,0,0,0,0,0,0,0,0,0,0,yes
875,1,0,0,0,0,0,0,0,0,0,0,yes
849,1,0,0,0,0,0,0,0,0,0,0,yes
700,1,0,0,0,0,0,0,0,0,0,0,yes
725,1,0,0,0,0,0,0,0,0,0,0,yes
800,0,0,1,0,0,0,0,0,0,0,0,yes
690,1,0,0,0,0,0,0,0,0,0,0,yes
595,1,0,0,0,0,0,0,0,0,0,0,yes
1549,1,0,0,0,0,0,0,0,0,0,0,yes
1450,1,0,0,0,0,0,0,0,0,0,0,yes
1190,1,0,0,0,0,0,0,0,0,0,0,yes
1895,1,0,0,0,0,0,0,0,0,0,0,yes
695,0,1,0,0,0,0,0,0,0,0,0,yes
559,1,0,0,0,0,0,0,0,0,0,0,no
1975,0,1,0,0,0,0,0,0,0,0,0,yes
835,1,0,0,0,0,0,0,0,0,0,0,yes
799,1,0,0,0,0,0,0,0,0,0,0,yes
1045,1,0,0,0,0,0,0,0,0,0,0,no
1695,0,0,1,0,0,0,0,0,0,0,0,no
975.042243,1,0,0,0,0,0,0,0,0,0,0,no
1000,0,0,1,0,0,0,0,0,0,0,0,no
999.394644,1,0,0,0,0,0,0,0,0,0,0,no
867.840004,0,0,1,0,0,0,0,0,0,0,0,no
770,0,0,0,0,1,0,0,0,0,0,0,yes
1580,0,0,1,0,0,0,0,0,0,0,0,yes
950,1,0,0,0,0,0,0,0,0,0,0,yes
935,1,0,0,0,0,0,0,0,0,0,0,yes
759,1,0,0,0,0,0,0,0,0,0,0,yes
960,1,0,0,0,0,0,0,0,0,0,0,yes
1205,1,0,0,0,0,0,0,0,0,0,0,yes
700,1,0,0,0,0,0,0,0,0,0,0,yes
1425,1,0,0,0,0,0,0,0,0,0,0,yes
1370,1,0,0,0,0,0,0,0,0,0,0,yes
1130,1,0,0,0,0,0,0,0,0,0,0,yes
730,1,0,0,0,0,0,0,0,0,0,0,yes
1994,1,0,0,0,0,0,0,0,0,0,0,yes
1525,1,0,0,0,0,0,0,0,0,0,0,yes
1850,0,0,1,0,0,0,0,0,0,0,0,no
651.245301,1,0,0,0,0,0,0,0,0,0,0,no
1990,0,1,0,0,0,0,0,0,0,0,0,yes
875,1,0,0,0,0,0,0,0,0,0,0,yes
1302,1,0,0,0,0,0,0,0,0,0,0,yes
1499,1,0,0,0,0,0,0,0,0,0,0,yes
599,1,0,0,0,0,0,0,0,0,0,0,yes
1050.315329,1,0,0,0,0,0,0,0,0,0,0,no
1155,1,0,0,0,0,0,0,0,0,0,0,yes
849,1,0,0,0,0,0,0,0,0,0,0,yes
895,0,0,0,1,0,0,0,0,0,0,0,yes
440,1,0,0,0,0,0,0,0,0,0,0,yes
712,1,0,0,0,0,0,0,0,0,0,0,yes
1870.268447,0,0,1,0,0,0,0,0,0,0,0,no
895,1,0,0,0,0,0,0,0,0,0,0,yes
899,1,0,0,0,0,0,0,0,0,0,0,yes
1920,0,0,1,0,0,0,0,0,0,0,0,no
610,1,0,0,0,0,0,0,0,0,0,0,yes
1105,1,0,0,0,0,0,0,0,0,0,0,yes
621,1,0,0,0,0,0,0,0,0,0,0,yes
555.7102,0,0,1,0,0,0,0,0,0,0,0,no
999,1,0,0,0,0,0,0,0,0,0,0,yes
1052.227403,1,0,0,0,0,0,0,0,0,0,0,no
575,1,0,0,0,0,0,0,0,0,0,0,yes
1290,1,0,0,0,0,0,0,0,0,0,0,yes
1500,0,0,1,0,0,0,0,0,0,0,0,yes
1565,1,0,0,0,0,0,0,0,0,0,0,yes
2865,1,0,0,0,0,0,0,0,0,0,0,yes
1412,1,0,0,0,0,0,0,0,0,0,0,yes
2226.789251,0,0,1,0,0,0,0,0,0,0,0,no
1695,0,0,1,0,0,0,0,0,0,0,0,no
975,1,0,0,0,0,0,0,0,0,0,0,yes
650,1,0,0,0,0,0,0,0,0,0,0,yes
1050.338582,1,0,0,0,0,0,0,0,0,0,0,no
1460,1,0,0,0,0,0,0,0,0,0,0,yes
798,1,0,0,0,0,0,0,0,0,0,0,yes
1279,1,0,0,0,0,0,0,0,0,0,0,yes
1695,0,0,1,0,0,0,0,0,0,0,0,no
850,0,0,1,0,0,0,0,0,0,0,0,yes
2100,1,0,0,0,0,0,0,0,0,0,0,yes
2300,0,0,1,0,0,0,0,0,0,0,0,no
2115,1,0,0,0,0,0,0,0,0,0,0,yes
1195,1,0,0,0,0,0,0,0,0,0,0,yes
2950,0,0,1,0,0,0,0,0,0,0,0,no
1655,1,0,0,0,0,0,0,0,0,0,0,yes
1300,1,0,0,0,0,0,0,0,0,0,0,yes
1535,1,0,0,0,0,0,0,0,0,0,0,yes
1120,1,0,0,0,0,0,0,0,0,0,0,yes
972,1,0,0,0,0,0,0,0,0,0,0,yes
1005,1,0,0,0,0,0,0,0,0,0,0,yes
950,1,0,0,0,0,0,0,0,0,0,0,yes
1300,1,0,0,0,0,0,0,0,0,0,0,yes
950,0,0,0,1,0,0,0,0,0,0,0,yes
954.258552,0,0,1,0,0,0,0,0,0,0,0,no
1171,1,0,0,0,0,0,0,0,0,0,0,yes
3075,1,0,0,0,0,0,0,0,0,0,0,yes
1475,0,0,1,0,0,0,0,0,0,0,0,no
2612,1,0,0,0,0,0,0,0,0,0,0,yes
845,1,0,0,0,0,0,0,0,0,0,0,yes
1110,1,0,0,0,0,0,0,0,0,0,0,yes
1250,0,0,1,0,0,0,0,0,0,0,0,no
835,1,0,0,0,0,0,0,0,0,0,0,yes
1125,1,0,0,0,0,0,0,0,0,0,0,yes
930,1,0,0,0,0,0,0,0,0,0,0,yes
640,1,0,0,0,0,0,0,0,0,0,0,yes
1320,1,0,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
1000,1,0,0,0,0,0,0,0,0,0,0,no
1100,1,0,0,0,0,0,0,0,0,0,0,yes
1899,1,0,0,0,0,0,0,0,0,0,0,yes
799,1,0,0,0,0,0,0,0,0,0,0,yes
1700,1,0,0,0,0,0,0,0,0,0,0,yes
690,1,0,0,0,0,0,0,0,0,0,0,yes
2859.428625,0,0,1,0,0,0,0,0,0,0,0,no
975,1,0,0,0,0,0,0,0,0,0,0,yes
730,1,0,0,0,0,0,0,0,0,0,0,yes
6500,0,0,1,0,0,0,0,0,0,0,0,no
795,0,0,0,1,0,0,0,0,0,0,0,yes
945,1,0,0,0,0,0,0,0,0,0,0,yes
2280.593642,0,0,1,0,0,0,0,0,0,0,0,no
575,1,0,0,0,0,0,0,0,0,0,0,yes
1390,1,0,0,0,0,0,0,0,0,0,0,yes
2735,1,0,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
1300,1,0,0,0,0,0,0,0,0,0,0,yes
4276.914569,0,0,1,0,0,0,0,0,0,0,0,no
975,1,0,0,0,0,0,0,0,0,0,0,yes
2455.169621,0,0,1,0,0,0,0,0,0,0,0,no
1155,1,0,0,0,0,0,0,0,0,0,0,yes
759,1,0,0,0,0,0,0,0,0,0,0,yes
425,1,0,0,0,0,0,0,0,0,0,0,yes
2175,1,0,0,0,0,0,0,0,0,0,0,yes
800,0,0,1,0,0,0,0,0,0,0,0,no
1400,1,0,0,0,0,0,0,0,0,0,0,yes
850,0,0,1,0,0,0,0,0,0,0,0,no
1205,1,0,0,0,0,0,0,0,0,0,0,yes
985,1,0,0,0,0,0,0,0,0,0,0,yes
2595,1,0,0,0,0,0,0,0,0,0,0,yes
1137.386381,0,0,1,0,0,0,0,0,0,0,0,no
725,0,0,1,0,0,0,0,0,0,0,0,no
1833.866412,0,0,1,0,0,0,0,0,0,0,0,no
1381.280265,0,0,1,0,0,0,0,0,0,0,0,no
1125,1,0,0,0,0,0,0,0,0,0,0,yes
1535,1,0,0,0,0,0,0,0,0,0,0,yes
850,1,0,0,0,0,0,0,0,0,0,0,yes
975,1,0,0,0,0,0,0,0,0,0,0,yes
1215.217866,0,0,1,0,0,0,0,0,0,0,0,no
1299.361501,1,0,0,0,0,0,0,0,0,0,0,yes
1600,1,0,0,0,0,0,0,0,0,0,0,yes
940,1,0,0,0,0,0,0,0,0,0,0,yes
530,1,0,0,0,0,0,0,0,0,0,0,yes
648.505584,1,0,0,0,0,0,0,0,0,0,0,no
790,1,0,0,0,0,0,0,0,0,0,0,yes
740,1,0,0,0,0,0,0,0,0,0,0,yes
1400,1,0,0,0,0,0,0,0,0,0,0,yes
678,1,0,0,0,0,0,0,0,0,0,0,yes
1530,1,0,0,0,0,0,0,0,0,0,0,yes
3345,1,0,0,0,0,0,0,0,0,0,0,yes
949,1,0,0,0,0,0,0,0,0,0,0,yes
1800,0,1,0,0,0,0,0,0,0,0,0,no
1149,0,0,1,0,0,0,0,0,0,0,0,yes
735,1,0,0,0,0,0,0,0,0,0,0,yes
2200,0,0,1,0,0,0,0,0,0,0,0,no
1035,1,0,0,0,0,0,0,0,0,0,0,yes
995,1,0,0,0,0,0,0,0,0,0,0,yes
1610,1,0,0,0,0,0,0,0,0,0,0,yes
1575,1,0,0,0,0,0,0,0,0,0,0,yes
850,1,0,0,0,0,0,0,0,0,0,0,yes
1683.316251,0,0,1,0,0,0,0,0,0,0,0,no
1750,0,0,0,0,0,1,0,0,0,0,0,yes
1030,1,0,0,0,0,0,0,0,0,0,0,yes
724,1,0,0,0,0,0,0,0,0,0,0,yes
800,0,0,1,0,0,0,0,0,0,0,0,no
875,1,0,0,0,0,0,0,0,0,0,0,yes
4325,1,0,0,0,0,0,0,0,0,0,0,yes
859,1,0,0,0,0,0,0,0,0,0,0,yes
1200,1,0,0,0,0,0,0,0,0,0,0,yes
615.490883,1,0,0,0,0,0,0,0,0,0,0,no
1095,1,0,0,0,0,0,0,0,0,0,0,yes
1160,1,0,0,0,0,0,0,0,0,0,0,yes
