@relation 'housing_train-weka.filters.unsupervised.attribute.Remove-R1-2,16-weka.filters.unsupervised.attribute.NominalToBinary-R6-11-weka.filters.unsupervised.attribute.NumericToBinary-R6-11-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R4,5,15,16,17,18-Cjava.lang.Math-Mfloor-weka.filters.supervised.instance.SpreadSubsample-M3.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42'

@attribute rent numeric
@attribute type {apartment,townhouse,house,duplex,manufactured,condo,loft,flat,cottage/cabin,in-law,land}
@attribute sqfeet numeric
@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed {0,1}
@attribute dogs_allowed {0,1}
@attribute smoking_allowed {0,1}
@attribute wheelchair_access {0,1}
@attribute electric_vehicle_charge {0,1}
@attribute comes_furnished {0,1}
@attribute laundry_options {'laundry in bldg','w/d in unit','w/d hookups','laundry on site','no laundry on site'}
@attribute parking_options {'off-street parking','attached garage','detached garage',carport,'street parking','valet parking','no parking'}
@attribute price_per_sqft numeric
@attribute pet_friendly_score numeric
@attribute accessibility_score numeric
@attribute total_rooms numeric
@attribute description numeric
@attribute demand {yes,no}

@data
585.35033,house,2385.854883,4,2,0,0,1,0,0,0,'w/d in unit','attached garage',0.246894,0,0,7,99,no
1141.743623,house,2859.952904,4,3,0,0,1,0,0,0,'w/d in unit','off-street parking',0.386142,0,0,8,222,no
2195.070972,house,2803.849993,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.787744,1,0,5,169,no
1893,apartment,1322,3,2,1,1,1,0,0,0,'w/d in unit',?,1.431921,2,0,5,101,yes
1200,house,1300,3,1,0,0,0,0,0,0,'w/d in unit','attached garage',0.923077,0,0,4,205,yes
559,apartment,1240,4,2,0,0,1,0,0,1,'laundry on site','off-street parking',0.450806,0,0,6,271,no
1000,apartment,1256,4,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.796178,2,0,6,407,no
1359,apartment,1078,2,2,0,0,1,0,0,0,?,?,1.260668,0,0,4,229,yes
2807.466213,house,2533.231116,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.125504,0,0,6,148,no
1100,apartment,1000,2,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',1.1,2,0,3,106,yes
840,apartment,1078,2,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.779221,0,0,4,105,yes
475,apartment,625,2,1,0,0,1,0,0,0,?,?,0.76,0,0,3,483,yes
4500,flat,1800,3,1,1,1,0,0,0,1,'w/d in unit','street parking',2.5,2,0,4,154,yes
1725,apartment,1710,4,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.008772,2,0,6,175,no
1180.045295,house,2312.534365,4,2,0,0,1,0,0,0,'laundry in bldg','attached garage',0.501752,0,0,7,40,no
550,apartment,480,0,1,1,1,1,0,0,0,?,?,1.145833,2,0,1,111,yes
1195,apartment,940,1,1,0,0,1,0,0,0,?,?,1.271277,0,0,2,295,yes
2500,house,2592.913077,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.96421,1,0,6,131,no
1249.777697,house,1747,4,2,1,0,1,0,0,0,'laundry in bldg','off-street parking',0.695231,0,0,6,30,no
2475,apartment,800,1,1,1,1,0,0,0,0,'w/d in unit','attached garage',3.09375,2,0,2,250,yes
1055,apartment,880,2,1,0,0,0,0,0,0,'laundry on site','off-street parking',1.198864,0,0,3,120,yes
1375,apartment,750,1,1,1,1,1,0,0,0,'w/d in unit',?,1.833333,2,0,2,66,yes
1750,apartment,1050,2,2,0,0,0,0,0,0,'w/d in unit','detached garage',1.666667,0,0,4,191,yes
1745,apartment,960,2,2,0,0,1,0,0,0,?,?,1.817708,0,0,4,301,yes
960,apartment,1160,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.827586,2,0,4,353,yes
960,apartment,986,2,2,1,1,0,0,0,0,'w/d hookups',carport,0.973631,2,0,4,278,yes
679,apartment,915,2,1,1,1,1,0,0,0,'laundry on site',?,0.742077,2,0,3,118,yes
1025,house,1069,4,1,1,1,1,0,0,0,?,?,0.95884,2,0,5,40,no
876,apartment,1073,2,2,1,1,1,0,0,0,?,?,0.816403,2,0,4,136,yes
840,apartment,733,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',1.145975,2,0,2,127,yes
999,apartment,1070,1,1,1,1,1,1,0,0,'laundry in bldg','off-street parking',0.933645,2,1,2,353,yes
1535,apartment,616,1,1,1,1,1,0,0,0,'laundry on site',carport,2.491883,2,0,2,163,yes
1295,apartment,786,2,2,0,0,1,0,0,0,'w/d in unit','detached garage',1.647583,0,0,4,115,yes
2300,apartment,1463.027118,4,2,1,1,1,1,0,1,'w/d in unit','off-street parking',1.587665,1,0,6,240,no
950,apartment,800,2,1,0,0,0,0,0,0,'laundry in bldg','off-street parking',1.1875,0,0,3,58,yes
1250,apartment,725,1,1,0,0,0,0,0,1,'laundry in bldg','off-street parking',1.724138,0,0,2,154,yes
1195.246909,house,1356.517982,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.885781,2,0,5,44,no
1765,apartment,1100,2,2,1,1,1,0,0,0,?,?,1.604545,2,0,4,416,yes
2995,apartment,900,1,1,1,1,1,0,0,0,'laundry on site','detached garage',3.327778,2,0,2,244,yes
820,apartment,470,1,1,1,1,1,0,0,0,'laundry on site',?,1.744681,2,0,2,262,yes
815,apartment,900,2,1,0,0,0,0,0,0,'w/d in unit','detached garage',0.905556,0,0,3,152,yes
759,manufactured,1088,3,2,1,1,1,0,0,0,'w/d hookups',?,0.69761,2,0,5,155,yes
1625,apartment,1560,3,2,1,1,1,0,0,0,'w/d in unit',?,1.041667,2,0,5,43,yes
3496.343309,house,3993.316143,4,3,0,0,0,0,0,0,'w/d in unit','attached garage',0.907033,0,0,7,384,no
2970,apartment,1870,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',1.588235,2,0,5,383,yes
1025,duplex,964,2,1,0,0,1,0,0,0,'w/d hookups',carport,1.063278,0,0,3,171,yes
730,apartment,845,2,1,0,0,1,0,0,0,'laundry on site',carport,0.863905,0,0,3,76,yes
1643.830493,house,1390.385364,4,2,0,0,1,0,0,0,'w/d hookups','off-street parking',1.264004,1,0,6,132,no
1900,apartment,1020,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',1.862745,2,0,3,288,yes
1095,apartment,1365,3,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.802198,0,0,5,105,yes
1498.790867,house,1987.192884,4,2,1,1,1,0,0,0,'laundry in bldg','attached garage',0.757238,1,0,6,51,no
1025,apartment,1406,3,2,1,1,0,1,0,0,'laundry in bldg','off-street parking',0.729018,2,1,5,101,yes
3835.030429,house,4073.545441,4,4,0,0,1,0,0,0,'w/d in unit','attached garage',0.926903,0,0,8,79,no
982.714396,apartment,1260.653511,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.782233,0,0,6,44,no
820,apartment,470,1,1,1,1,1,0,0,0,'laundry on site',?,1.744681,2,0,2,286,yes
474,house,1495,4,1,0,1,1,0,0,0,'laundry in bldg','off-street parking',0.317057,1,0,5,78,no
712,apartment,642,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.109034,2,0,2,147,yes
739.354297,house,1823.362777,4,1,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.402053,0,0,5,181,no
1729.078921,apartment,1711.038756,4,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.00581,2,0,6,173,no
885,apartment,1078,2,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.820965,0,0,4,105,yes
835,apartment,812,1,1,0,0,1,0,0,0,?,?,1.028325,0,0,2,101,yes
1800,townhouse,1624,4,3,0,0,0,0,0,0,'w/d in unit','attached garage',1.108374,0,0,7,70,no
1345,apartment,1186,2,2,1,1,0,0,0,0,'w/d in unit','attached garage',1.134064,2,0,4,312,yes
1019,apartment,1140,2,2,1,1,1,0,0,0,'w/d in unit',carport,0.89386,2,0,4,361,yes
3445,apartment,1375,3,2,1,1,1,0,0,0,'w/d in unit','attached garage',2.505455,2,0,5,145,yes
1198.890179,house,2488.188974,4,2,0,0,1,0,0,0,'w/d in unit','attached garage',0.486268,1,0,6,95,no
855,apartment,1290,3,2,0,0,1,0,0,0,'w/d hookups',?,0.662791,0,0,5,104,yes
1325,apartment,727,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.822558,2,0,2,432,yes
1695,house,1607,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.05476,0,0,6,66,no
1620,apartment,1084,2,2,1,1,1,1,0,0,'w/d in unit',carport,1.494465,2,1,4,304,yes
850,apartment,600,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.416667,2,0,2,148,yes
525,apartment,750,2,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.7,2,0,3,122,yes
1385.94901,house,1843.738913,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.761733,1,0,6,68,no
1980,apartment,851,1,1,1,1,1,0,0,0,'w/d in unit',carport,2.326675,2,0,2,215,yes
2887.005261,house,2666.146325,4,3,0,0,1,0,0,0,'w/d hookups','attached garage',1.076698,0,0,7,40,no
1595.188325,house,2000,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.798025,0,0,6,55,no
1004,apartment,634,1,1,0,0,1,0,0,0,?,?,1.583596,0,0,2,300,yes
1462.85045,house,1809.145954,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.783255,0,0,6,34,no
2500,house,2050,4,3,0,1,0,0,0,0,'w/d in unit','attached garage',1.219512,1,0,7,485,no
690,apartment,567,1,1,1,1,1,1,0,0,'laundry in bldg','off-street parking',1.216931,2,1,2,190,yes
1893.761336,house,1999.601708,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.950326,0,0,6,166,no
475,house,900,2,0,1,1,1,0,0,0,?,?,0.527778,2,0,2,75,yes
825,apartment,950,2,2,1,1,0,0,0,0,'w/d in unit',?,0.868421,2,0,4,192,yes
525,apartment,445,1,1,1,1,1,0,0,0,'laundry in bldg','street parking',1.179775,2,0,2,270,yes
1588,apartment,694,1,1,1,1,1,0,0,0,'w/d in unit',carport,2.288184,2,0,2,95,yes
1000,apartment,1056,2,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.94697,2,0,4,213,yes
1253.125799,apartment,1748.354108,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.721856,2,0,6,33,no
1700,house,750,1,1,0,0,1,0,0,1,'no laundry on site','off-street parking',2.266667,0,0,2,115,yes
1325,apartment,1050,4,2,1,1,1,0,0,0,'laundry in bldg',carport,1.261905,2,0,6,118,no
1200,townhouse,1050,3,2,1,1,1,0,0,0,'laundry on site','attached garage',1.142857,2,0,5,88,yes
2750,house,2161,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.272559,0,0,6,13,no
745,apartment,935,2,2,1,1,0,0,0,0,'w/d hookups','street parking',0.796791,2,0,4,148,yes
919,apartment,1016,2,2,1,0,1,0,0,0,'w/d in unit','attached garage',0.904528,1,0,4,313,yes
850,house,1500,3,1,0,0,1,0,0,0,'w/d hookups',carport,0.566667,0,0,4,31,yes
1322.644934,house,1287.421949,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',1.028884,1,0,6,227,no
3650,apartment,1550,3,2,1,1,1,0,0,0,'w/d in unit','detached garage',2.354839,2,0,5,186,yes
938.802538,house,3001.822249,4,2,0,0,1,0,0,0,'w/d in unit','off-street parking',0.337685,0,0,7,63,no
519,apartment,800,2,2,0,0,1,0,0,0,?,?,0.64875,0,0,4,124,yes
1400,duplex,1500,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',0.933333,2,0,5,166,yes
2275,apartment,1170,2,2,1,1,0,0,0,1,'w/d in unit','off-street parking',1.944444,2,0,4,291,yes
1120,apartment,1438,3,2,1,1,1,1,0,0,'w/d in unit','attached garage',0.77886,2,1,5,225,yes
825,apartment,759,2,1,1,0,1,0,0,0,'laundry on site',carport,1.086957,1,0,3,164,yes
895,apartment,1050,2,2,1,1,1,0,0,0,'w/d in unit',?,0.852381,2,0,4,110,yes
920,apartment,913,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.007667,2,0,4,158,yes
780,apartment,912,2,2,1,1,1,0,0,0,'w/d in unit',carport,0.855263,2,0,4,146,yes
825,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',0.684647,2,0,5,142,yes
550,apartment,376.000173,2,2,1,1,1,0,0,1,'laundry in bldg',carport,1.462765,2,0,4,140,yes
2155,apartment,1376,3,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.566134,2,0,5,212,yes
1325,apartment,729,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.817558,2,0,2,87,yes
1848.012709,house,1973.985917,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.937282,2,0,6,69,no
975,apartment,736,1,1,0,0,1,0,0,0,'w/d in unit',carport,1.324728,0,0,2,210,yes
875,house,1050,3,2,0,0,1,0,0,0,?,?,0.833333,0,0,5,76,yes
1315.95376,apartment,1050,4,2,1,1,1,0,0,0,'laundry in bldg',carport,1.245389,2,0,6,124,no
650,apartment,1000,2,2,1,1,1,0,0,0,'w/d hookups',?,0.65,2,0,4,94,yes
850,apartment,744,1,0,1,1,1,0,0,0,'w/d hookups','street parking',1.142473,2,0,1,189,yes
980,apartment,1000,2,1,0,0,1,0,0,0,'laundry on site',carport,0.98,0,0,3,294,yes
1750,apartment,636,1,1,0,0,1,0,0,0,?,?,2.751572,0,0,2,210,yes
1029,apartment,1065,2,2,1,1,1,0,0,0,'w/d in unit','detached garage',0.966197,2,0,4,131,yes
995,apartment,900,2,1,1,1,1,0,0,0,'laundry on site',carport,1.105556,2,0,3,106,yes
700,apartment,670,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',1.044776,2,0,2,121,yes
675,apartment,475,1,1,1,1,0,0,0,0,'laundry on site',carport,1.421053,2,0,2,232,yes
1900,apartment,667,1,1,0,0,1,0,0,0,?,?,2.848576,0,0,2,325,yes
2000,house,1983.217176,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',1.029942,1,0,6,77,no
1020,apartment,1009,2,1,0,0,1,0,0,0,'laundry on site',carport,1.010902,0,0,3,133,yes
2760.944491,house,2990.202214,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.936533,0,0,6,153,no
918,apartment,456,1,1,0,0,1,0,0,0,?,?,2.013158,0,0,2,127,yes
915,apartment,550,0,1,0,0,1,0,0,0,'laundry on site',carport,1.663636,0,0,1,192,yes
2655,apartment,832,1,1,1,0,1,0,0,0,'w/d in unit',?,3.191106,1,0,2,352,yes
900,house,1740,3,1,0,0,0,0,0,0,'w/d hookups','off-street parking',0.517241,0,0,4,126,yes
2928.299985,house,1923.716398,4,2,0,1,1,0,0,0,'laundry in bldg','off-street parking',1.523752,1,0,7,137,no
1850,house,2147,5,3,1,1,1,0,0,0,'w/d hookups','attached garage',0.861667,2,0,8,73,yes
2347.71156,apartment,1370.602171,4,2,0,1,0,0,0,0,'laundry in bldg','off-street parking',1.668032,2,0,6,141,no
754,townhouse,1250,2,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.6032,2,0,4,271,yes
1450,house,1900,3,2,0,0,0,0,1,0,'w/d hookups','attached garage',0.763158,0,1,5,74,yes
1144,apartment,405,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',2.824691,2,0,2,110,yes
960,apartment,760,1,1,1,1,1,0,0,0,'laundry on site',carport,1.263158,2,0,2,129,yes
890,townhouse,800,1,1,0,0,1,0,0,0,'w/d in unit',carport,1.1125,0,0,2,33,yes
1074,apartment,1040,2,1,1,1,0,0,0,0,'laundry on site',carport,1.032692,2,0,3,136,yes
420.697932,house,1435.07709,5,2,0,1,1,0,0,0,'laundry in bldg','off-street parking',0.223764,2,0,6,129,no
650,apartment,1000,2,2,1,1,1,0,0,0,'w/d hookups',?,0.65,2,0,4,94,yes
705,apartment,1368,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.515351,2,0,5,71,yes
795,apartment,675,2,2,1,1,0,0,0,0,'laundry on site',carport,1.177778,2,0,4,191,yes
790,apartment,648,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',1.219136,2,0,2,122,yes
1229,house,2107,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.583294,2,0,6,125,no
799,apartment,900,2,1,1,1,0,1,0,1,'w/d hookups','off-street parking',0.887778,2,1,3,101,yes
995,apartment,685,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.452555,2,0,2,285,yes
1320,apartment,932,2,2,0,0,1,0,0,0,'w/d in unit',?,1.416309,0,0,4,248,yes
599,house,1837,3,2,0,0,1,0,0,0,?,?,0.326075,0,0,5,80,yes
1770,apartment,1121,2,2,0,0,1,0,0,0,?,?,1.578947,0,0,4,300,yes
2216.166595,house,2913.70685,4,3,0,0,0,0,0,0,'w/d hookups','attached garage',0.774771,0,0,7,38,no
689,apartment,600,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.148333,2,0,2,152,yes
1536,apartment,1205,3,2,0,0,1,0,0,0,'laundry on site','attached garage',1.274689,0,0,5,342,yes
1695,apartment,738,1,1,1,1,0,0,1,0,'w/d in unit','attached garage',2.296748,2,1,2,469,yes
1049.741641,house,1315.146509,4,2,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.813036,0,0,6,70,no
1130,apartment,1067,2,2,0,0,1,0,0,0,?,?,1.059044,0,0,4,181,yes
550,apartment,725,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',0.758621,2,0,2,90,yes
1087.199045,house,2022.379918,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.525138,2,0,6,44,no
885,apartment,600,1,1,0,0,0,0,0,0,?,'off-street parking',1.475,0,0,2,151,yes
760,apartment,1150,2,2,1,1,1,0,0,0,'w/d in unit',?,0.66087,2,0,4,241,yes
730,apartment,1174,3,2,1,1,1,0,0,0,'w/d hookups',?,0.621806,2,0,5,85,yes
1950,house,2193,4,3,1,1,1,0,0,0,'w/d hookups','attached garage',0.889193,2,0,7,182,no
1229,house,2107,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.583294,2,0,6,153,no
2570.377717,house,2057.045928,4,2,0,0,0,0,0,0,'w/d in unit','attached garage',1.22588,1,0,7,129,no
720,apartment,315,0,1,1,0,1,0,0,0,'laundry in bldg','off-street parking',2.285714,1,0,1,224,yes
1189.777511,house,1148.803602,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',1.053283,1,0,6,52,no
775,apartment,991,2,0,1,1,1,0,0,0,'w/d in unit',?,0.782038,2,0,2,242,yes
600,apartment,635,1,1,0,0,1,0,0,0,'laundry on site',?,0.944882,0,0,2,175,yes
700,condo,785,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',0.89172,2,0,2,64,yes
850,apartment,1200,2,2,1,1,0,0,0,0,'w/d in unit',carport,0.708333,2,0,4,56,yes
1200,apartment,912,2,1,0,0,1,0,0,0,'laundry on site',carport,1.315789,0,0,3,45,yes
1025,apartment,997,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',1.028084,2,0,4,87,yes
1100,house,2113.253636,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.517292,2,0,6,35,no
975,manufactured,1166,3,2,0,1,1,0,0,0,'w/d in unit','detached garage',0.836192,1,0,5,42,yes
945,apartment,1058,3,2,0,0,1,0,0,0,'laundry on site',carport,0.893195,0,0,5,180,yes
1460,apartment,1136,3,2,0,0,1,0,0,0,'w/d in unit',?,1.285211,0,0,5,250,yes
799,apartment,920,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.868478,2,0,2,169,yes
915,house,1200,3,2,0,0,0,0,0,0,'w/d hookups','detached garage',0.7625,0,0,5,159,yes
1000,apartment,876,3,1,1,1,1,0,0,0,'laundry on site',carport,1.141553,2,0,4,253,yes
872.918297,apartment,1249.359972,4,1,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.699766,0,0,6,149,no
700,manufactured,1000,3,3,1,1,1,0,0,0,'w/d hookups','off-street parking',0.7,2,0,6,40,yes
1250,apartment,755,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.655629,2,0,2,99,yes
1525,house,1489,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',1.024177,0,0,5,40,yes
550,apartment,631,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',0.871632,2,0,2,161,yes
1325,apartment,814,2,1,1,1,1,0,0,0,'w/d in unit',?,1.627764,2,0,3,232,yes
678,apartment,691,1,1,1,1,1,0,0,0,'w/d in unit',?,0.981187,2,0,2,216,yes
1100,apartment,843,2,1,0,0,1,0,0,0,?,?,1.304864,0,0,3,291,yes
960,apartment,860,2,1,0,0,0,0,0,0,'laundry on site',carport,1.116279,0,0,3,166,yes
882.684212,apartment,1216.822531,4,1,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.721579,0,0,5,25,no
1725,apartment,1710,4,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.008772,2,0,6,175,yes
1460,apartment,1136,3,2,0,0,1,0,0,0,'w/d in unit',?,1.285211,0,0,5,248,yes
1105,apartment,1365,3,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.809524,0,0,5,105,yes
4175.995651,house,3160.255351,4,3,0,1,1,0,0,0,'w/d in unit','attached garage',1.323919,1,0,7,197,no
1475,apartment,707,1,1,1,1,1,0,0,0,'w/d in unit',carport,2.08628,2,0,2,165,yes
1475,house,2327,4,3,0,1,0,0,0,0,'w/d hookups','attached garage',0.633863,1,0,7,116,no
2177,apartment,763,1,1,1,1,1,0,0,0,'w/d in unit',carport,2.853211,2,0,2,295,yes
1020,apartment,849,2,1,1,1,1,0,0,0,'laundry on site',carport,1.201413,2,0,3,126,yes
770,apartment,810,2,1,1,1,1,0,0,0,?,?,0.950617,2,0,3,475,yes
795,apartment,900,2,1,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.883333,0,0,3,47,yes
900,house,1300,3,2,0,0,0,1,0,0,'w/d in unit','attached garage',0.692308,0,1,5,44,yes
820,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',?,0.854167,2,0,4,167,yes
835,apartment,850,2,1,0,0,1,0,0,0,'w/d in unit',?,0.982353,0,0,3,36,yes
750,cottage/cabin,755,1,1,0,0,1,0,0,0,'no laundry on site',carport,0.993377,0,0,2,86,yes
920,apartment,864,2,1,0,0,1,0,0,0,'laundry on site',carport,1.064815,0,0,3,344,yes
1057,apartment,1208,2,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.875,2,0,4,525,yes
957,house,1638,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.584249,1,2,6,48,no
899,apartment,622,1,1,1,1,1,1,0,0,'laundry in bldg','off-street parking',1.445338,2,1,2,353,yes
690,apartment,567,1,1,1,1,1,1,0,0,'laundry in bldg','off-street parking',1.216931,2,1,2,198,yes
2577.778744,house,2362.754827,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',1.090111,1,0,7,811,no
1460,apartment,1136,3,2,0,0,1,0,0,0,'w/d in unit',?,1.285211,0,0,5,250,yes
2095,apartment,1080,2,2,1,1,1,0,1,0,'w/d in unit',?,1.939815,2,1,4,90,yes
1200,apartment,1195,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',1.004184,2,0,5,104,yes
1650,house,1264,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',1.30538,2,0,5,157,yes
710,apartment,792,2,1,1,1,1,0,0,0,'w/d hookups','detached garage',0.896465,2,0,3,107,yes
839,apartment,630,0,1,1,1,1,0,0,0,'w/d hookups','off-street parking',1.331746,2,0,1,256,yes
1850,apartment,3092,5,3,0,0,1,0,0,0,'w/d hookups','attached garage',0.598318,0,0,8,16,no
920,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',0.763485,2,0,5,174,yes
740,duplex,468,0,1,0,0,0,0,0,0,'w/d in unit','off-street parking',1.581197,0,0,1,101,yes
1825,apartment,975,2,1,1,1,1,0,0,0,'laundry on site',?,1.871795,2,0,3,238,yes
1695.990781,house,1605.188245,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.055784,0,0,6,108,no
820,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',?,0.854167,2,0,4,169,yes
1494,apartment,945,2,1,1,1,1,0,0,0,'w/d in unit',?,1.580952,2,0,3,165,yes
1275,apartment,864,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',1.475694,2,0,2,180,yes
805,apartment,850,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.947059,2,0,2,134,yes
880,apartment,604,1,1,1,1,1,0,0,0,'laundry on site',?,1.456954,2,0,2,273,yes
3255,condo,1400,3,2,1,1,0,1,0,0,'w/d in unit','off-street parking',2.325,2,1,5,254,yes
975,apartment,840.026362,2,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',1.160678,2,0,3,172,yes
1595,apartment,830,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.921687,2,0,4,118,yes
883.565821,apartment,680,1,1,0,0,0,0,0,0,'laundry on site',carport,1.299362,0,0,2,133,yes
1350,apartment,537,0,1,1,1,1,0,0,0,'w/d in unit','off-street parking',2.513966,2,0,1,265,yes
1600,duplex,1400,3,1,1,1,1,0,0,0,'w/d in unit','attached garage',1.142857,2,0,4,145,yes
754,apartment,971,1,1,1,1,1,0,0,0,'w/d in unit',?,0.776519,2,0,2,82,yes
1600,apartment,1036,2,2,1,1,1,0,0,0,'w/d in unit',?,1.544402,2,0,4,208,yes
1625,apartment,1560,3,2,1,1,1,0,0,0,'w/d in unit',?,1.041667,2,0,5,68,yes
1975,apartment,1056,2,2,1,1,1,0,0,0,'w/d in unit','attached garage',1.870265,2,0,4,205,yes
1222,apartment,842,2,1,1,1,1,0,0,0,'w/d in unit',carport,1.451306,2,0,3,331,yes
2100,apartment,625,1,1,1,1,1,0,0,0,'laundry on site',carport,3.36,2,0,2,173,yes
2700,house,2578.223232,4,3,0,0,1,0,0,0,'w/d in unit','attached garage',1.048951,1,0,7,142,no
1341,apartment,1100,2,2,1,1,1,0,0,0,'w/d in unit',?,1.219091,2,0,4,232,yes
1425,duplex,1136,3,2,1,1,1,1,0,0,'w/d hookups','attached garage',1.254401,2,1,5,249,yes
770,apartment,597,1,0,1,1,1,0,0,0,'w/d in unit',carport,1.289782,2,0,1,173,yes
3698.689523,house,3918.864923,4,3,0,0,0,0,0,0,'w/d in unit','attached garage',0.911065,0,0,7,326,no
1830,house,1914,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.956113,2,0,6,194,yes
650,apartment,700,2,2,1,1,1,1,0,1,?,?,0.928571,2,1,4,66,yes
925,apartment,800,2,1,1,1,1,0,0,0,'laundry in bldg','attached garage',1.15625,2,0,3,130,yes
1125,apartment,795,2,1,0,0,1,0,0,0,?,?,1.415094,0,0,3,341,yes
2415,apartment,1278,3,2,1,1,0,1,1,1,'w/d in unit','detached garage',1.889671,2,2,5,190,yes
990,apartment,634,1,1,0,0,1,0,0,0,?,?,1.561514,0,0,2,279,yes
700,apartment,600,1,1,1,1,1,1,0,0,'laundry in bldg','off-street parking',1.166667,2,1,2,127,yes
2025,loft,1006,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',2.012922,2,0,4,252,yes
1840.68058,house,1911.303106,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.954921,0,0,6,61,no
1835.448138,house,1863.9889,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.991119,2,0,6,60,no
