@relation 'housing_train-weka.filters.unsupervised.attribute.Remove-R1-2,16-weka.filters.unsupervised.attribute.NominalToBinary-R6-11-weka.filters.unsupervised.attribute.NumericToBinary-R6-11-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R4,5,15,16,17,18-Cjava.lang.Math-Mfloor-weka.filters.supervised.instance.SpreadSubsample-M3.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1-3,12-14'

@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed {0,1}
@attribute dogs_allowed {0,1}
@attribute smoking_allowed {0,1}
@attribute wheelchair_access {0,1}
@attribute electric_vehicle_charge {0,1}
@attribute comes_furnished {0,1}
@attribute pet_friendly_score numeric
@attribute accessibility_score numeric
@attribute total_rooms numeric
@attribute description numeric
@attribute demand {yes,no}

@data
3,2,1,1,1,0,0,0,2,0,5,191,yes
3,2,0,0,1,0,0,0,0,0,5,115,yes
3,2,0,0,1,0,0,0,0,0,5,102,yes
2,1,1,1,1,0,0,0,2,0,3,152,yes
4,3,0,0,0,0,0,0,0,0,7,70,no
4,3,0,0,1,0,0,0,0,0,7,53,no
2,1,0,0,0,1,0,0,0,1,3,112,yes
4,2,0,0,1,0,0,0,1,1,7,158,no
2,2,1,1,1,1,0,0,2,1,4,114,yes
1,1,1,1,1,0,0,0,2,0,2,178,yes
2,1,1,1,1,0,0,0,2,0,3,295,yes
3,1,0,0,0,0,0,0,0,0,4,34,yes
2,1,1,1,1,0,0,0,2,0,3,162,yes
4,2,1,1,0,0,0,0,2,0,6,143,no
2,2,1,1,1,0,0,0,2,0,4,122,yes
2,2,1,1,0,0,0,0,2,0,4,390,yes
2,2,1,1,1,0,0,0,2,0,4,241,yes
4,2,0,0,1,0,0,0,0,0,6,58,no
1,1,1,1,1,0,0,0,2,0,2,286,yes
3,2,0,1,1,0,0,0,1,0,5,260,yes
1,1,1,1,1,0,0,0,2,0,2,107,yes
1,1,1,1,0,0,0,0,2,0,2,180,yes
1,1,1,1,1,0,0,0,2,0,2,475,yes
1,1,0,0,1,0,0,0,0,0,2,120,yes
1,1,1,1,1,0,0,0,2,0,2,221,yes
4,2,0,0,0,0,0,0,1,0,6,48,no
1,1,1,1,1,0,0,0,2,0,2,106,yes
2,2,1,1,0,0,0,0,2,0,4,186,yes
2,2,0,0,0,0,0,0,0,0,4,121,yes
1,1,1,1,1,0,0,0,2,0,2,130,yes
2,2,1,1,1,1,0,0,2,1,4,113,yes
2,1,1,1,0,0,0,0,2,0,3,113,yes
3,2,1,1,1,1,0,1,2,1,5,57,yes
4,2,0,1,1,0,0,0,1,0,7,121,no
3,2,1,1,0,1,0,0,2,1,5,163,yes
2,2,1,1,0,0,0,0,2,0,4,72,yes
2,1,1,1,0,0,0,0,2,0,3,482,yes
1,1,1,1,1,0,0,0,2,0,2,287,yes
2,1,1,0,1,0,0,0,1,0,3,80,yes
2,2,1,1,1,0,1,0,2,1,4,153,yes
2,1,1,1,1,0,0,0,2,0,3,134,yes
1,1,1,1,0,0,0,0,2,0,2,163,yes
2,2,0,1,0,0,0,1,1,0,4,150,yes
4,3,0,0,0,0,0,0,0,0,7,153,no
2,2,1,1,1,0,0,0,2,0,4,291,yes
2,2,1,1,0,0,0,1,2,0,4,303,yes
3,1,0,0,1,0,0,0,0,0,4,162,yes
1,1,1,1,1,0,0,0,2,0,2,147,yes
1,1,1,1,1,0,0,0,2,0,2,427,yes
1,1,1,1,1,0,0,0,2,0,2,311,yes
4,4,0,0,1,0,0,0,0,0,8,111,no
4,2,0,0,0,0,0,0,0,0,6,121,no
3,2,1,1,0,0,0,0,2,0,5,53,yes
1,1,1,1,1,1,0,0,2,1,2,269,yes
4,2,0,0,0,0,0,0,0,0,6,67,no
1,1,0,0,1,0,0,0,0,0,2,128,yes
4,2,0,1,1,0,0,0,0,0,6,81,no
1,1,0,0,1,0,0,0,0,0,2,115,yes
4,2,0,1,1,0,0,0,1,0,6,125,no
2,1,1,1,1,0,0,0,2,0,3,152,yes
2,1,1,1,1,0,0,0,2,0,3,134,yes
4,2,0,0,1,0,0,0,0,0,6,51,no
1,1,1,1,1,1,0,0,2,1,2,187,yes
1,1,1,1,1,0,0,0,2,0,2,110,yes
4,2,0,0,1,0,0,0,0,0,7,132,no
3,2,1,1,0,0,0,0,2,0,6,219,no
1,1,1,1,0,1,0,1,2,1,2,453,yes
1,1,1,1,0,0,0,0,2,0,2,354,yes
2,2,1,1,1,0,0,0,2,0,4,173,yes
2,1,1,1,1,0,0,0,2,0,3,167,yes
3,2,0,0,1,0,0,0,0,0,5,122,yes
2,2,0,0,1,1,0,0,0,1,4,144,yes
3,1,1,0,1,0,0,0,1,0,4,86,yes
1,1,1,1,0,0,1,0,2,1,2,236,yes
1,1,1,1,1,0,0,0,2,0,2,233,yes
3,2,0,0,0,0,0,0,0,0,5,53,yes
1,1,1,1,1,0,0,0,2,0,2,240,yes
4,2,1,1,0,0,0,0,2,0,6,248,no
4,1,1,1,1,0,0,0,0,0,6,28,no
2,2,1,1,0,0,0,0,2,0,4,424,yes
3,2,1,1,1,0,0,0,2,0,5,28,yes
2,2,1,1,1,0,0,0,2,0,4,187,yes
3,2,0,0,1,0,0,0,0,0,5,94,yes
4,3,0,0,0,0,0,0,0,0,7,128,no
4,2,1,1,1,0,0,0,2,0,6,297,no
4,3,0,1,1,0,0,0,0,0,7,149,no
2,1,1,1,1,0,0,0,2,0,3,300,yes
4,2,0,0,1,0,0,0,0,0,6,66,no
4,2,1,1,0,0,0,0,2,0,6,90,no
2,1,0,0,0,0,0,0,0,0,3,152,yes
3,2,0,1,1,0,0,0,1,0,5,68,yes
1,1,1,1,1,1,0,0,2,1,2,308,yes
1,1,1,1,0,0,0,0,2,0,2,219,yes
1,1,1,1,0,0,0,0,2,0,2,137,yes
2,2,1,1,1,0,0,0,2,0,4,149,yes
1,1,1,1,1,0,0,0,2,0,2,214,yes
1,1,1,1,1,0,0,0,2,0,2,168,yes
2,1,1,1,1,0,0,0,2,0,3,383,yes
2,1,1,1,1,0,0,0,2,0,3,196,yes
1,1,1,1,1,0,0,0,2,0,2,166,yes
4,3,0,0,1,0,0,0,0,0,7,51,no
4,2,1,1,1,0,0,0,1,0,6,44,no
2,2,0,0,1,0,0,0,0,0,4,343,yes
4,2,0,0,1,0,0,1,0,0,6,304,no
3,2,0,0,1,0,0,0,0,0,4,74,no
1,1,0,0,0,0,0,0,0,0,2,143,yes
2,2,1,1,1,0,0,0,2,0,4,168,yes
2,2,1,1,1,1,0,0,2,1,4,131,yes
1,1,0,0,1,0,0,0,0,0,2,272,yes
1,0,1,0,1,0,0,0,1,0,1,142,yes
2,2,1,1,1,0,0,0,2,0,4,410,yes
3,2,1,1,0,0,0,0,2,0,5,287,yes
5,5,1,1,1,0,0,0,2,0,10,65,no
2,1,1,1,1,0,0,0,2,0,3,198,yes
4,2,0,0,0,0,0,0,0,0,6,72,no
4,2,1,1,0,0,0,0,2,0,6,175,no
3,2,1,1,0,0,0,0,2,0,5,118,yes
1,1,0,0,0,0,0,0,0,0,2,307,yes
1,1,1,1,1,0,0,0,2,0,2,156,yes
2,1,1,1,0,0,0,0,2,0,3,65,yes
2,2,1,1,1,0,0,0,2,0,4,263,yes
4,2,0,0,1,0,0,0,0,0,7,123,no
2,2,1,1,1,0,0,0,2,0,4,474,yes
5,3,1,1,1,0,0,0,2,0,8,161,no
4,2,1,1,0,0,0,0,2,0,6,107,no
4,3,0,0,1,0,0,0,0,0,7,127,no
4,3,0,0,1,0,0,0,0,0,7,6,no
2,2,1,1,1,0,0,0,2,0,4,322,yes
5,1,1,1,1,0,0,0,2,0,6,61,no
2,2,1,1,1,0,1,0,2,1,4,304,yes
3,1,0,0,1,0,0,0,0,0,4,114,yes
1,1,1,1,1,0,0,0,2,0,2,174,yes
1,1,1,1,0,0,0,0,2,0,2,251,yes
2,2,0,0,0,0,0,0,0,0,4,121,yes
0,1,0,0,1,0,0,0,0,0,1,142,yes
3,2,1,1,1,1,0,0,2,1,5,56,yes
4,1,0,0,1,0,0,0,0,0,6,40,no
3,2,0,0,1,0,0,0,0,0,5,79,yes
4,3,0,0,0,0,0,0,0,0,7,290,no
1,1,0,0,1,0,0,0,0,0,2,138,yes
1,1,1,1,1,1,0,0,2,1,2,155,yes
3,2,1,1,1,1,0,0,2,1,5,59,yes
2,2,0,0,1,0,0,0,0,0,4,316,yes
1,1,1,1,1,0,0,0,2,0,2,89,yes
1,1,1,1,1,0,0,0,2,0,2,232,yes
2,2,1,1,1,0,0,0,2,0,4,256,yes
1,1,1,1,1,1,0,0,2,1,2,192,yes
2,1,0,0,1,0,0,0,0,0,3,91,yes
4,2,0,0,1,0,0,1,0,0,6,304,no
3,2,1,1,1,0,0,0,2,0,5,117,yes
2,1,0,0,1,0,0,0,0,0,3,76,yes
2,1,1,1,1,0,0,0,2,0,3,130,yes
3,0,1,1,1,0,0,0,2,0,3,360,yes
4,1,1,1,1,0,0,0,0,0,5,146,no
1,1,1,1,1,0,0,0,2,0,2,97,yes
4,2,1,1,1,0,0,0,0,0,6,38,no
2,2,1,1,1,0,0,0,2,0,4,148,yes
5,3,1,1,1,0,0,0,2,0,8,111,no
1,1,1,1,1,1,0,0,2,1,2,327,yes
4,2,0,1,1,0,0,0,0,0,7,110,no
2,1,1,1,1,1,0,1,2,1,3,126,yes
5,1,1,1,1,0,0,0,2,0,6,113,no
1,1,1,1,1,0,0,0,2,0,2,276,yes
2,1,1,1,0,0,0,0,2,0,3,218,yes
2,2,1,1,1,0,0,0,2,0,4,29,yes
4,3,1,1,0,0,0,0,2,0,7,143,no
2,2,1,1,0,0,0,0,2,0,4,163,yes
2,2,1,1,1,0,0,0,2,0,4,270,yes
4,2,0,0,1,0,0,0,0,0,6,36,no
3,1,0,0,0,0,0,0,0,0,4,93,yes
2,2,1,1,1,0,0,0,2,0,4,401,yes
2,2,1,0,0,0,0,0,1,0,4,229,yes
1,1,1,1,0,0,0,0,2,0,2,424,yes
3,2,0,0,1,0,0,0,0,0,5,51,yes
3,2,1,1,1,1,0,0,2,1,5,109,yes
1,1,0,0,1,0,0,0,0,0,2,200,yes
1,1,1,1,1,0,0,0,2,0,2,115,yes
4,2,1,1,1,0,0,0,2,0,6,348,no
3,1,1,1,1,0,0,0,2,0,4,192,yes
5,3,1,1,1,0,0,0,2,0,8,55,yes
2,1,0,0,1,0,0,0,0,0,3,295,yes
2,2,1,1,0,0,0,0,2,0,4,201,no
2,2,1,1,1,1,1,1,2,2,4,56,yes
3,2,0,0,1,0,0,0,0,0,5,299,yes
2,2,0,0,0,0,0,0,0,0,4,130,yes
2,1,0,0,0,0,0,0,0,0,3,61,yes
4,2,1,1,1,0,0,0,1,0,6,63,no
2,2,0,0,1,0,0,0,0,0,4,248,yes
2,1,0,0,1,1,0,0,0,1,3,189,yes
4,2,0,0,1,0,0,0,1,0,6,71,no
1,1,1,1,1,0,0,0,2,0,2,247,yes
2,2,1,1,1,0,0,0,2,0,4,266,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
2,1,1,1,1,0,0,0,2,0,3,397,yes
4,2,0,0,0,0,0,0,0,0,6,86,no
4,2,1,1,1,0,0,0,2,0,6,407,no
4,3,0,0,1,0,0,0,0,0,7,62,no
1,1,1,1,1,0,0,0,2,0,2,407,yes
1,1,0,0,1,0,0,0,0,0,2,92,yes
2,2,1,1,1,0,0,0,2,0,4,243,yes
4,3,1,1,0,0,0,0,2,0,7,366,no
2,2,1,1,1,0,0,0,2,0,4,112,yes
3,2,1,1,1,1,0,0,2,1,5,47,yes
2,2,0,0,1,0,0,0,0,0,4,248,yes
4,4,0,0,1,0,0,0,0,0,8,273,no
1,1,1,1,1,0,0,0,2,0,2,94,yes
4,2,1,1,1,0,0,0,2,0,6,65,no
0,1,0,0,1,0,0,0,0,0,1,38,yes
1,1,0,1,0,0,0,0,1,0,2,144,yes
4,2,1,1,0,1,0,0,2,1,6,84,no
1,1,1,1,0,0,0,0,2,0,2,358,yes
2,2,0,0,0,0,0,0,0,0,4,105,yes
4,3,0,0,1,0,0,0,0,0,7,301,no
4,2,1,1,0,0,0,0,0,0,6,48,no
3,2,1,1,1,0,0,0,2,0,5,150,yes
3,2,1,1,1,0,0,0,2,0,5,147,yes
4,1,0,0,1,0,0,0,0,0,6,36,no
1,1,1,1,1,0,0,0,2,0,2,275,yes
3,2,0,0,1,0,0,0,0,0,5,253,yes
1,1,0,0,1,0,0,1,0,0,2,124,yes
3,2,1,1,1,0,0,0,2,0,5,77,yes
0,1,1,1,1,0,0,0,2,0,1,120,yes
4,1,0,0,1,0,0,0,1,0,5,30,no
3,2,1,1,1,0,0,0,2,0,5,277,yes
4,3,0,0,1,0,0,0,1,0,7,88,no
1,1,1,1,1,0,0,0,2,0,2,122,yes
2,1,0,0,1,0,0,0,0,0,3,114,yes
3,2,1,1,1,0,0,0,2,0,5,192,yes
2,1,1,1,0,0,0,0,2,0,3,152,yes
1,1,1,1,0,0,0,0,2,0,2,132,yes
3,2,1,1,1,1,0,0,2,1,5,220,yes
2,1,1,1,1,0,0,0,2,0,3,258,yes
2,2,0,0,1,0,0,0,0,0,4,278,yes
1,0,1,1,0,0,0,0,2,0,1,422,yes
3,2,1,0,0,0,0,0,1,0,5,70,yes
2,2,1,1,1,0,0,0,2,0,4,82,yes
2,1,1,1,0,1,0,0,2,1,3,106,yes
2,1,0,1,0,0,0,0,1,0,3,267,yes
1,1,0,0,1,0,0,0,0,0,2,117,yes
3,1,1,1,1,0,0,0,2,0,4,109,yes
2,1,1,1,1,0,0,0,2,0,3,107,yes
2,2,0,0,0,0,0,0,0,0,4,263,yes
3,2,1,1,1,0,0,0,2,0,5,225,yes
3,2,1,1,1,0,0,0,2,0,5,113,yes
4,2,1,1,1,0,0,0,2,0,6,138,no
2,2,1,1,0,1,0,0,2,1,4,235,yes
4,3,1,1,1,0,0,1,2,0,7,88,no
2,2,1,1,1,0,0,0,2,0,4,266,yes
1,1,1,1,0,0,0,0,2,0,2,222,yes
4,1,1,1,0,0,0,0,2,0,5,121,no
1,1,1,1,1,0,0,0,2,0,2,195,yes
2,1,0,0,1,0,0,0,0,0,3,128,yes
2,2,0,0,1,1,0,0,0,1,4,333,yes
2,2,0,0,1,0,0,0,0,0,4,89,yes
2,2,1,1,1,0,0,0,2,0,4,289,yes
4,2,0,0,1,0,0,0,0,0,6,108,no
3,2,0,0,0,0,0,0,0,0,5,188,yes
2,1,1,1,1,0,0,0,2,0,3,120,yes
4,2,0,0,1,0,0,0,0,0,6,162,no
2,1,0,1,0,0,0,0,1,0,3,67,yes
3,2,1,1,1,0,0,0,2,0,5,200,yes
1,1,1,1,1,0,0,0,2,0,2,169,yes
3,0,1,1,1,0,0,0,2,0,3,254,yes
3,1,0,1,1,0,0,0,1,0,4,57,yes
1,1,1,1,1,1,0,1,2,1,2,162,yes
4,2,0,0,0,0,0,0,0,0,6,6,no
1,1,0,0,1,0,0,0,0,0,2,319,yes
2,1,0,0,1,0,0,0,0,0,3,214,yes
4,1,0,0,1,0,0,0,0,0,5,120,no
4,3,0,0,1,0,0,0,0,0,8,282,no
3,2,0,0,0,0,0,0,0,0,5,119,yes
3,2,1,1,0,0,0,0,2,0,5,979,yes
2,2,1,1,1,0,0,0,2,0,4,194,yes
2,1,1,1,1,0,0,0,2,0,3,152,yes
2,2,1,1,0,0,0,0,2,0,4,360,yes
2,1,1,1,1,0,0,0,2,0,3,125,yes
5,2,1,1,1,0,0,0,1,0,7,55,no
3,2,1,1,0,0,0,0,2,0,5,181,yes
3,3,0,0,1,0,0,0,0,0,6,48,yes
1,1,1,1,0,0,0,1,2,0,2,27,yes
3,2,1,1,1,0,0,0,2,0,5,175,yes
1,1,1,1,0,0,0,0,2,0,2,252,yes
4,2,0,0,1,0,0,0,0,0,6,56,no
2,1,1,1,1,0,0,0,2,0,3,80,yes
2,2,1,1,1,0,0,0,2,0,4,85,yes
4,2,0,0,1,0,0,0,0,0,6,116,no
3,2,0,0,1,0,0,0,0,0,5,52,yes
4,3,0,0,1,0,0,0,0,0,7,82,no
1,1,1,1,1,0,0,0,2,0,2,401,yes
0,1,1,1,1,0,0,0,2,0,1,197,yes
4,2,0,1,1,0,0,0,1,0,6,72,no
3,2,1,1,1,0,0,0,2,0,5,303,yes
1,1,0,0,0,0,0,0,0,0,2,193,yes
2,1,1,0,1,0,0,0,1,0,3,112,yes
2,1,1,1,0,0,0,0,2,0,3,72,yes
3,2,1,1,1,0,0,0,2,0,5,208,yes
2,2,1,1,1,0,0,0,2,0,4,274,yes
4,2,0,0,0,0,0,0,1,0,7,478,no
1,1,0,0,1,0,0,0,0,0,2,110,yes
1,1,0,0,1,0,0,1,0,0,2,92,yes
4,1,1,1,0,0,0,0,1,0,5,149,no
4,2,0,0,1,0,0,0,0,0,6,178,no
2,1,0,0,0,0,0,0,0,0,3,53,yes
3,2,0,0,1,0,0,0,0,0,5,294,yes
2,2,1,1,1,0,0,0,2,0,4,197,yes
0,1,1,1,1,0,0,0,2,0,1,83,yes
4,2,0,0,1,0,0,0,1,0,6,110,no
1,1,0,0,1,0,0,0,0,0,2,124,yes
1,1,1,1,1,0,0,0,2,0,2,122,yes
2,2,1,1,1,0,0,0,2,0,4,181,yes
1,1,1,1,1,0,0,0,2,0,2,309,yes
2,1,1,1,1,0,0,0,2,0,3,419,yes
2,1,1,1,0,1,0,0,2,1,3,235,yes
1,1,1,1,1,0,0,0,2,0,2,275,yes
3,2,1,1,0,0,0,0,2,0,5,151,yes
3,2,0,0,0,0,0,0,0,0,5,145,yes
4,2,0,0,0,0,0,0,0,0,6,56,no
5,2,1,1,1,0,0,0,2,0,7,42,yes
2,1,1,1,1,0,0,0,2,0,3,134,yes
4,2,0,0,1,0,0,0,0,0,6,64,no
4,2,1,1,1,0,0,0,2,0,6,134,no
2,2,0,0,1,0,0,0,0,0,4,297,yes
2,1,1,1,1,0,0,0,2,0,3,258,yes
2,2,0,0,0,0,0,0,0,0,4,263,yes
4,2,1,1,1,0,0,0,2,0,7,71,no
2,1,0,0,1,0,0,0,0,0,3,103,yes
3,2,0,0,1,0,0,0,0,0,5,196,yes
2,1,0,0,1,0,0,0,0,0,3,96,yes
3,2,1,1,0,1,0,1,2,1,5,351,yes
1,1,1,1,1,0,0,0,2,0,2,196,yes
2,1,0,0,0,0,0,0,0,0,3,95,yes
2,1,1,1,1,0,0,0,2,0,3,286,yes
1,1,0,0,1,0,0,0,0,0,2,215,yes
2,1,1,1,1,0,0,0,2,0,3,195,yes
1,1,0,0,0,0,0,0,0,0,2,110,yes
4,2,1,1,0,0,0,0,2,0,6,58,no
4,2,0,0,1,0,0,0,0,0,6,49,no
4,2,0,0,0,0,0,0,0,0,6,68,no
2,1,1,1,1,0,0,0,2,0,3,123,yes
3,2,1,1,1,0,0,0,2,0,5,151,yes
3,2,1,1,1,0,0,0,2,0,5,231,yes
2,2,1,1,1,0,0,0,2,0,4,1,yes
4,2,1,1,1,0,0,0,1,0,7,43,no
2,2,1,1,1,0,0,0,2,0,4,155,yes
1,1,0,0,1,0,0,0,0,0,2,169,yes
4,1,1,1,1,0,0,0,1,0,5,162,no
2,2,0,0,0,0,0,0,0,0,4,121,yes
2,1,1,1,0,0,0,0,2,0,3,50,yes
3,2,1,1,1,0,0,0,2,0,5,61,yes
3,2,1,1,1,1,0,0,2,1,5,297,yes
2,2,0,0,1,0,0,0,0,0,4,113,yes
2,2,1,1,0,0,0,0,2,0,4,191,yes
1,1,1,1,0,0,0,0,2,0,2,129,yes
4,2,1,1,1,0,0,0,0,0,6,44,no
4,2,0,0,1,0,0,0,0,0,6,39,no
4,1,1,0,1,0,0,0,1,0,5,107,no
3,2,1,1,1,0,1,0,2,1,5,283,yes
2,2,0,0,0,0,0,0,0,0,4,119,yes
2,2,1,1,1,0,0,0,2,0,4,145,yes
1,1,1,1,1,0,0,0,2,0,2,137,yes
3,2,0,0,1,0,0,0,0,0,5,7,yes
4,2,1,1,0,0,0,0,2,0,6,86,no
2,2,1,1,1,1,0,0,2,1,4,113,yes
4,2,1,1,1,0,0,0,2,0,6,146,no
4,2,0,0,1,0,0,0,0,0,6,58,no
3,2,0,0,1,0,0,0,0,0,5,102,yes
1,1,1,1,0,1,0,0,2,1,2,124,yes
2,2,0,0,1,0,0,0,0,0,4,205,yes
2,2,0,0,0,0,0,0,0,0,4,148,yes
4,2,0,0,1,0,0,0,0,0,7,189,no
2,1,1,1,1,0,0,0,2,0,3,61,yes
4,1,1,1,1,0,0,0,2,0,6,59,no
3,3,0,0,1,0,0,0,0,0,6,57,yes
1,1,1,1,0,0,0,0,2,0,2,107,yes
4,2,0,0,1,0,0,0,1,0,7,84,no
2,1,1,1,1,0,0,0,2,0,3,143,yes
2,2,1,1,1,0,0,0,2,0,4,296,yes
2,2,1,1,1,0,0,0,2,0,4,312,yes
1,1,1,1,0,0,0,0,2,0,2,102,yes
2,1,0,0,0,0,0,0,0,0,3,103,yes
4,2,0,0,0,0,0,0,1,0,6,241,no
4,1,0,0,0,0,0,0,0,0,5,102,no
1,1,1,1,1,0,0,0,2,0,2,298,yes
2,1,1,1,1,0,0,0,2,0,3,383,yes
4,3,0,0,1,0,0,0,0,0,7,128,no
3,2,1,1,1,0,0,0,2,0,5,337,yes
1,1,1,1,0,0,0,0,2,0,2,42,yes
3,2,1,1,0,0,0,0,2,0,5,376,yes
2,1,0,0,0,0,0,0,0,0,3,125,yes
0,1,1,1,1,0,0,0,2,0,1,200,yes
4,1,1,1,1,0,0,0,2,0,5,87,no
2,1,1,1,1,0,0,0,2,0,3,143,yes
2,1,1,1,0,1,0,0,2,1,3,235,yes
4,2,0,0,1,0,0,0,2,0,7,159,no
4,3,0,1,1,0,0,0,1,0,7,211,yes
3,2,1,1,0,0,0,0,2,0,5,128,yes
3,2,1,1,1,0,0,0,2,0,5,104,yes
3,2,0,1,0,0,0,0,1,0,5,162,yes
0,1,0,0,1,0,0,0,0,0,1,232,yes
2,2,0,0,1,0,0,0,0,0,4,248,yes
4,2,1,1,1,0,0,0,2,0,6,23,no
4,2,0,0,1,0,0,0,0,0,6,58,no
1,1,0,0,1,0,0,0,0,0,2,107,yes
1,1,1,1,1,0,0,0,2,0,2,1212,yes
1,1,1,1,1,0,0,0,2,0,2,169,yes
2,2,0,0,1,0,0,0,0,0,4,181,yes
2,1,0,1,1,0,0,0,1,0,3,129,yes
4,2,0,0,1,0,0,1,0,0,6,304,no
2,1,0,0,1,0,0,0,0,0,3,50,yes
1,1,1,1,0,0,0,0,2,0,2,193,yes
4,3,0,0,1,0,0,0,0,0,7,183,no
4,2,1,1,0,0,0,0,2,0,6,175,no
4,2,1,1,1,0,0,0,0,0,6,77,no
4,2,0,0,0,0,0,0,0,0,6,94,no
2,2,1,1,1,0,0,0,2,0,4,247,yes
3,2,1,1,0,0,0,0,2,0,5,100,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
4,1,1,1,1,0,0,0,2,0,5,64,no
2,2,0,0,1,0,0,0,0,0,4,285,yes
2,2,1,1,0,1,0,0,2,1,4,190,yes
4,1,0,0,1,0,0,0,1,0,5,114,no
4,1,1,1,1,0,0,0,0,0,5,65,no
4,2,1,1,1,0,0,0,1,0,6,79,no
2,2,1,1,1,0,0,0,2,0,4,109,yes
1,1,1,1,1,0,0,0,2,0,2,119,yes
0,1,1,1,0,1,0,1,2,1,1,106,yes
2,2,1,1,0,1,1,0,2,2,4,228,yes
5,3,0,0,1,0,0,0,0,0,9,808,no
3,2,1,1,0,1,0,0,2,1,5,235,yes
1,1,1,1,1,0,0,0,2,0,2,122,yes
4,2,1,1,1,0,0,0,2,0,6,175,no
1,1,1,1,1,1,0,0,2,1,2,353,yes
3,2,0,0,0,0,0,0,0,0,5,119,yes
3,2,1,1,0,1,0,0,2,1,5,106,yes
2,1,1,1,1,0,0,0,2,0,3,61,yes
4,2,1,1,1,1,1,0,2,2,6,130,no
3,2,1,1,0,0,0,0,2,0,5,148,yes
4,3,1,1,1,0,0,0,2,0,7,153,no
2,2,1,1,1,0,0,0,2,0,4,352,yes
2,1,1,1,1,0,0,0,2,0,3,152,yes
2,2,1,1,1,0,0,0,2,0,4,273,yes
1,1,1,1,1,0,0,0,2,0,2,133,yes
2,1,0,0,1,0,0,0,0,0,3,323,yes
0,1,0,0,1,0,0,0,0,0,1,97,yes
1,1,1,1,0,0,0,0,2,0,2,275,yes
1,1,0,0,1,0,0,0,0,0,2,190,yes
3,2,1,1,1,0,0,0,2,0,5,411,yes
2,2,1,1,1,0,0,0,2,0,4,187,yes
3,2,1,1,1,0,0,0,2,0,5,228,yes
1,1,1,1,1,1,0,0,2,1,2,274,yes
2,1,0,0,1,0,0,0,0,0,3,134,yes
1,1,1,1,0,1,0,0,2,1,2,202,yes
2,2,0,0,1,0,0,0,0,0,4,1,yes
4,3,1,1,1,0,0,0,2,0,7,61,no
1,1,1,1,0,0,0,0,2,0,2,290,yes
2,1,1,1,1,0,0,0,2,0,3,168,yes
2,2,1,1,1,1,0,1,2,1,4,43,yes
5,3,1,1,1,0,0,0,2,0,8,65,yes
1,1,1,1,0,0,0,0,2,0,2,355,yes
1,1,1,0,1,0,0,0,1,0,2,209,yes
1,1,1,1,0,0,0,0,2,0,2,197,yes
2,2,0,0,1,0,0,0,0,0,4,214,yes
2,2,0,0,1,0,0,0,0,0,4,302,yes
3,1,0,0,1,0,0,0,0,0,4,16,yes
2,2,0,0,1,0,0,0,0,0,4,277,yes
2,2,1,1,0,0,0,0,2,0,4,143,yes
4,2,0,0,1,0,0,0,1,0,6,57,no
2,2,1,1,0,1,0,0,2,1,4,267,yes
3,2,1,1,1,0,0,0,2,0,5,129,yes
1,1,1,1,1,0,0,0,2,0,2,94,yes
3,2,1,1,1,0,0,0,2,0,5,186,yes
3,2,1,1,1,0,0,0,2,0,5,191,yes
2,2,1,1,1,0,0,0,2,0,4,475,yes
2,2,1,1,1,0,0,0,2,0,4,199,yes
4,2,1,1,1,0,0,0,2,0,6,408,no
2,2,1,1,1,0,0,0,2,0,4,111,yes
1,1,0,0,1,0,0,0,0,0,2,175,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
2,1,1,1,1,0,0,0,2,0,3,164,yes
2,1,0,0,1,0,0,0,0,0,3,294,yes
3,2,1,1,0,0,0,0,2,0,5,8,yes
2,2,1,1,1,0,0,0,2,0,4,149,yes
2,1,0,0,1,0,0,0,0,0,3,52,yes
4,3,0,0,1,0,0,0,0,0,7,128,no
2,2,0,0,1,0,0,0,0,0,4,248,yes
1,1,1,1,1,0,0,0,2,0,2,1211,yes
2,2,1,1,1,0,0,0,2,0,4,227,yes
2,1,1,1,0,0,0,0,2,0,3,365,yes
4,1,0,1,1,0,0,0,0,0,6,74,no
2,1,1,1,1,0,0,0,2,0,3,125,yes
3,3,1,1,1,0,0,0,2,0,6,65,yes
1,1,1,1,1,0,0,0,2,0,2,241,yes
1,1,0,0,1,0,0,0,0,0,2,190,yes
2,2,1,1,1,0,0,0,2,0,4,89,yes
2,2,1,1,1,0,0,0,2,0,4,122,yes
3,2,1,1,1,0,0,0,2,0,5,146,yes
1,1,1,1,1,0,0,0,2,0,2,168,yes
4,2,0,0,0,0,0,0,1,0,6,113,no
2,2,1,0,1,0,0,0,1,0,4,62,yes
2,1,1,1,0,1,0,1,2,1,3,346,yes
3,2,1,1,1,0,0,0,2,0,5,112,yes
2,1,0,0,1,0,0,0,0,0,3,114,yes
2,1,0,0,1,0,0,0,0,0,3,71,yes
